date,displacement_m
2021-01-05,-0.001285
2021-01-11,-0.001309
2021-01-17,-0.000521
2021-01-23,-0.001380
2021-01-29,-0.000884
2021-02-04,-0.001381
2021-02-10,-0.001914
2021-02-16,-0.000918
2021-02-22,-0.000263
2021-02-28,-0.001427
2021-03-06,-0.001437
2021-03-12,-0.000078
2021-03-18,-0.001506
2021-03-24,-0.001593
2021-03-30,-0.001425
2021-04-05,-0.000250
2021-04-11,-0.001251
2021-04-17,-0.000766
2021-04-29,-0.001121
2021-05-05,-0.001206
2021-05-11,-0.000160
2021-05-17,-0.001203
2021-05-23,-0.000292
2021-06-10,-0.000961
2021-06-22,-0.001733
2021-06-28,-0.000742
2021-07-10,-0.000323
2021-07-16,-0.000364
2021-07-22,-0.000546
2021-08-03,-0.000001
2021-08-09,-0.001467
2021-08-15,-0.000668
2021-08-21,-0.000368
2021-08-27,0.000221
2021-09-02,0.000381
2021-09-08,-0.000620
2021-09-14,0.000773
2021-09-20,-0.000769
2021-09-26,0.000039
2021-10-02,-0.000110
2021-10-08,-0.001352
2021-10-14,-0.000316
2021-10-20,-0.000701
2021-10-26,-0.000375
2021-11-01,-0.000651
2021-11-07,-0.000515
2021-11-13,-0.000702
2021-11-19,-0.000884
2021-11-25,-0.000159
2021-12-01,-0.000888
2021-12-07,-0.000286
2021-12-13,-0.000986
2021-12-19,-0.000799
2021-12-25,-0.001451
2022-01-06,-0.001858
2022-01-18,-0.001434
2022-01-30,-0.002631
2022-02-11,-0.002445
2022-02-23,-0.003428
2022-03-07,-0.004223
2022-03-19,-0.004488
2022-03-31,-0.006808
2022-04-12,-0.007759
2022-04-24,-0.003473
2022-05-06,-0.003569
2022-05-18,-0.005338
2022-05-30,-0.006660
2022-06-11,-0.007992
2022-06-23,-0.006360
2022-07-05,-0.008498
2022-07-17,-0.007672
2022-07-29,-0.006936
2022-08-10,-0.004735
2022-08-22,-0.009976
2022-09-03,-0.010479
2022-09-15,-0.008490
2022-09-27,-0.008758
2022-10-09,-0.003519
2022-10-21,-0.008644
2022-11-02,-0.009609
2022-11-14,-0.010163
2022-11-26,-0.012110
2022-12-08,-0.013842
2022-12-20,-0.011095
2023-01-01,-0.012780
2023-01-13,-0.012314
2023-01-25,-0.014285
2023-02-06,-0.012616
2023-02-18,-0.012783
2023-03-02,-0.014519
2023-03-14,-0.013521
2023-03-26,-0.015739
2023-04-07,-0.014641
2023-04-19,-0.012288
2023-05-01,-0.014796
2023-05-13,-0.015848
2023-05-25,-0.015678
2023-06-06,-0.013851
2023-06-18,-0.014606
2023-06-30,-0.013350
2023-07-24,-0.016581
2023-08-05,-0.017494
2023-08-17,-0.014789
2023-08-29,-0.015066
2023-09-10,-0.016033
2023-09-22,-0.017508
2023-10-04,-0.015870
2023-10-16,-0.015410
2023-11-09,-0.015464
2023-11-21,-0.017832
2023-12-03,-0.018071
2023-12-15,-0.016822
2023-12-27,-0.015035
2024-01-08,-0.015713
2024-01-20,-0.017375
2024-02-01,-0.016855
2024-02-13,-0.016726
2024-02-25,-0.017908
2024-03-08,-0.017297
2024-03-20,-0.017939
2024-04-01,-0.018614
2024-04-13,-0.012678
2024-04-25,-0.016907
2024-05-07,-0.016980
2024-05-19,-0.016346
2024-05-31,-0.015956
2024-06-12,-0.016401
2024-06-24,-0.018505
2024-07-06,-0.017234
2024-07-18,-0.018919
