date,displacement_m
2021-01-05,-0.003115
2021-01-11,-0.003415
2021-01-17,-0.002586
2021-01-23,-0.003833
2021-01-29,-0.003037
2021-02-04,-0.004127
2021-02-10,-0.004323
2021-02-16,-0.003080
2021-02-22,-0.001949
2021-02-28,-0.003698
2021-03-06,-0.004381
2021-03-12,-0.002045
2021-03-18,-0.003950
2021-03-24,-0.004136
2021-03-30,-0.003390
2021-04-05,-0.002956
2021-04-11,-0.005396
2021-04-17,-0.003475
2021-04-29,-0.004070
2021-05-05,-0.003959
2021-05-11,-0.003195
2021-05-17,-0.003300
2021-05-23,-0.002620
2021-06-10,-0.003597
2021-06-22,-0.004808
2021-06-28,-0.003705
2021-07-10,-0.003520
2021-07-16,-0.003392
2021-07-22,-0.003079
2021-08-03,-0.002813
2021-08-09,-0.004435
2021-08-15,-0.004329
2021-08-21,-0.003123
2021-08-27,-0.002586
2021-09-02,-0.002770
2021-09-08,-0.003950
2021-09-14,-0.002989
2021-09-20,-0.004118
2021-09-26,-0.003310
2021-10-02,-0.003571
2021-10-08,-0.005401
2021-10-14,-0.004386
2021-10-20,-0.004699
2021-10-26,-0.004325
2021-11-01,-0.004629
2021-11-07,-0.004623
2021-11-13,-0.004235
2021-11-19,-0.004825
2021-11-25,-0.004552
2021-12-01,-0.005499
2021-12-07,-0.004332
2021-12-13,-0.005493
2021-12-19,-0.006063
2021-12-25,-0.005853
2022-01-06,-0.005842
2022-01-18,-0.005517
2022-01-30,-0.005910
2022-02-11,-0.005959
2022-02-23,-0.006139
2022-03-07,-0.007209
2022-03-19,-0.007382
2022-03-31,-0.009008
2022-04-12,-0.010490
2022-04-24,-0.008422
2022-05-06,-0.008381
2022-05-18,-0.008480
2022-05-30,-0.006852
2022-06-11,-0.007382
2022-06-23,-0.005261
2022-07-05,-0.007919
2022-07-17,-0.008036
2022-07-29,-0.008454
2022-08-10,-0.007437
2022-08-22,-0.011200
2022-09-03,-0.012402
2022-09-15,-0.009089
2022-09-27,-0.010399
2022-10-09,-0.003819
2022-10-21,-0.010414
2022-11-02,-0.012107
2022-11-14,-0.012736
2022-11-26,-0.015288
2022-12-08,-0.017148
2022-12-20,-0.014066
2023-01-01,-0.016376
2023-01-13,-0.015697
2023-01-25,-0.016872
2023-02-06,-0.015668
2023-02-18,-0.015706
2023-03-02,-0.016769
2023-03-14,-0.016258
2023-03-26,-0.018240
2023-04-07,-0.016647
2023-04-19,-0.014777
2023-05-01,-0.017566
2023-05-13,-0.018322
2023-05-25,-0.019154
2023-06-06,-0.016725
2023-06-18,-0.017225
2023-06-30,-0.015662
2023-07-24,-0.019626
2023-08-05,-0.019979
2023-08-17,-0.017204
2023-08-29,-0.017636
2023-09-10,-0.019228
2023-09-22,-0.020815
2023-10-04,-0.019292
2023-10-16,-0.018271
2023-11-09,-0.018581
2023-11-21,-0.019567
2023-12-03,-0.020672
2023-12-15,-0.019122
2023-12-27,-0.017428
2024-01-08,-0.018832
2024-01-20,-0.020092
2024-02-01,-0.019493
2024-02-13,-0.019368
2024-02-25,-0.020548
2024-03-08,-0.019956
2024-03-20,-0.020785
2024-04-01,-0.021817
2024-04-13,-0.015423
2024-04-25,-0.019925
2024-05-07,-0.019484
2024-05-19,-0.018853
2024-05-31,-0.019830
2024-06-12,-0.018889
2024-06-24,-0.020637
2024-07-06,-0.018101
2024-07-18,-0.020683
