date,displacement_m
2021-01-05,-0.010371
2021-01-11,-0.008617
2021-01-17,-0.009044
2021-01-23,-0.006327
2021-01-29,-0.007648
2021-02-04,-0.011675
2021-02-10,-0.011972
2021-02-16,-0.012134
2021-02-22,-0.015943
2021-02-28,-0.009151
2021-03-06,-0.008896
2021-03-12,-0.008887
2021-03-18,-0.017472
2021-03-24,-0.010976
2021-03-30,-0.012140
2021-04-05,-0.007473
2021-04-11,-0.017883
2021-04-17,-0.012958
2021-04-29,-0.017276
2021-05-05,-0.017544
2021-05-11,-0.011028
2021-05-17,-0.017689
2021-05-23,-0.018787
2021-06-10,-0.011970
2021-06-22,-0.013090
2021-06-28,-0.018135
2021-07-10,-0.014621
2021-07-16,-0.023668
2021-07-22,-0.014684
2021-08-03,-0.014403
2021-08-09,-0.015317
2021-08-15,-0.016532
2021-08-21,-0.011754
2021-08-27,-0.015472
2021-09-02,-0.023596
2021-09-08,-0.017483
2021-09-14,-0.021851
2021-09-20,-0.019472
2021-09-26,-0.015091
2021-10-02,-0.017663
2021-10-08,-0.005043
2021-10-14,-0.012475
2021-10-20,-0.013500
2021-10-26,-0.014515
2021-11-01,-0.016231
2021-11-07,-0.017485
2021-11-13,-0.021789
2021-11-19,-0.016098
2021-11-25,-0.013536
2021-12-01,-0.018549
2021-12-07,-0.016696
2021-12-13,-0.019127
2021-12-19,-0.017725
2021-12-25,-0.022941
2022-01-06,-0.024124
2022-01-18,-0.020429
2022-01-30,-0.021361
2022-02-11,-0.018106
2022-02-23,-0.020767
2022-03-07,-0.022513
2022-03-19,-0.023496
2022-03-31,-0.035291
2022-04-12,-0.016032
2022-04-24,-0.028677
2022-05-06,-0.033502
2022-05-18,-0.032445
2022-05-30,-0.034657
2022-06-11,-0.028308
2022-06-23,-0.036620
2022-07-05,-0.035841
2022-07-17,-0.037602
2022-07-29,-0.030801
2022-08-10,-0.033786
2022-08-22,-0.029763
2022-09-03,-0.026462
2022-09-15,-0.038359
2022-09-27,-0.036466
2022-10-09,-0.062339
2022-10-21,-0.039670
2022-11-02,-0.038887
2022-11-14,-0.032072
2022-11-26,-0.037373
2022-12-08,-0.039446
2022-12-20,-0.042173
2023-01-01,-0.038721
2023-01-13,-0.044797
2023-01-25,-0.041615
2023-02-06,-0.044163
2023-02-18,-0.045160
2023-03-02,-0.044457
2023-03-14,-0.040508
2023-03-26,-0.046229
2023-04-07,-0.047185
2023-04-19,-0.049178
2023-05-01,-0.042594
2023-05-13,-0.049078
2023-05-25,-0.046219
2023-06-06,-0.052434
2023-06-18,-0.051807
2023-06-30,-0.048760
2023-07-24,-0.055436
2023-08-05,-0.048174
2023-08-17,-0.050749
2023-08-29,-0.048180
2023-09-10,-0.050862
2023-09-22,-0.052949
2023-10-04,-0.054459
2023-10-16,-0.051715
2023-11-09,-0.065345
2023-11-21,-0.047976
2023-12-03,-0.054456
2023-12-15,-0.061662
2023-12-27,-0.051122
2024-01-08,-0.054175
2024-01-20,-0.050908
2024-02-01,-0.055095
2024-02-13,-0.052101
2024-02-25,-0.052301
2024-03-08,-0.053066
2024-03-20,-0.062861
2024-04-01,-0.060373
2024-04-13,-0.052941
2024-04-25,-0.059278
2024-05-07,-0.058250
2024-05-19,-0.049293
2024-05-31,-0.050075
2024-06-12,-0.063998
2024-06-24,-0.050240
2024-07-06,-0.043571
2024-07-18,-0.052297
