date,displacement_m
2021-01-05,-0.012217
2021-01-11,-0.010686
2021-01-17,-0.009881
2021-01-23,-0.007699
2021-01-29,-0.008842
2021-02-04,-0.013044
2021-02-10,-0.012449
2021-02-16,-0.012480
2021-02-22,-0.015344
2021-02-28,-0.010176
2021-03-06,-0.010971
2021-03-12,-0.008426
2021-03-18,-0.019303
2021-03-24,-0.012782
2021-03-30,-0.012515
2021-04-05,-0.008296
2021-04-11,-0.023217
2021-04-17,-0.015022
2021-04-29,-0.019328
2021-05-05,-0.019927
2021-05-11,-0.012823
2021-05-17,-0.019048
2021-05-23,-0.020144
2021-06-10,-0.014102
2021-06-22,-0.016175
2021-06-28,-0.021060
2021-07-10,-0.017037
2021-07-16,-0.027004
2021-07-22,-0.017023
2021-08-03,-0.016983
2021-08-09,-0.018541
2021-08-15,-0.020805
2021-08-21,-0.014423
2021-08-27,-0.017827
2021-09-02,-0.026376
2021-09-08,-0.020928
2021-09-14,-0.025674
2021-09-20,-0.023119
2021-09-26,-0.018862
2021-10-02,-0.020844
2021-10-08,-0.009999
2021-10-14,-0.016958
2021-10-20,-0.017416
2021-10-26,-0.019268
2021-11-01,-0.020583
2021-11-07,-0.021132
2021-11-13,-0.024983
2021-11-19,-0.019684
2021-11-25,-0.017253
2021-12-01,-0.022965
2021-12-07,-0.019412
2021-12-13,-0.022924
2021-12-19,-0.022093
2021-12-25,-0.026241
2022-01-06,-0.027816
2022-01-18,-0.024196
2022-01-30,-0.024905
2022-02-11,-0.021628
2022-02-23,-0.024420
2022-03-07,-0.026913
2022-03-19,-0.026832
2022-03-31,-0.037237
2022-04-12,-0.018787
2022-04-24,-0.028130
2022-05-06,-0.033488
2022-05-18,-0.033058
2022-05-30,-0.034401
2022-06-11,-0.028312
2022-06-23,-0.033259
2022-07-05,-0.034898
2022-07-17,-0.036043
2022-07-29,-0.029580
2022-08-10,-0.031873
2022-08-22,-0.030074
2022-09-03,-0.024069
2022-09-15,-0.035168
2022-09-27,-0.035160
2022-10-09,-0.056946
2022-10-21,-0.038538
2022-11-02,-0.038601
2022-11-14,-0.030978
2022-11-26,-0.037611
2022-12-08,-0.040430
2022-12-20,-0.040637
2023-01-01,-0.039334
2023-01-13,-0.044341
2023-01-25,-0.040867
2023-02-06,-0.043395
2023-02-18,-0.043890
2023-03-02,-0.042604
2023-03-14,-0.039047
2023-03-26,-0.045383
2023-04-07,-0.045171
2023-04-19,-0.048755
2023-05-01,-0.043301
2023-05-13,-0.049890
2023-05-25,-0.047545
2023-06-06,-0.052506
2023-06-18,-0.052432
2023-06-30,-0.049400
2023-07-24,-0.057317
2023-08-05,-0.049659
2023-08-17,-0.051779
2023-08-29,-0.048940
2023-09-10,-0.052245
2023-09-22,-0.054710
2023-10-04,-0.057302
2023-10-16,-0.052740
2023-11-09,-0.068569
2023-11-21,-0.047381
2023-12-03,-0.056562
2023-12-15,-0.064479
2023-12-27,-0.053313
2024-01-08,-0.056972
2024-01-20,-0.053579
2024-02-01,-0.057700
2024-02-13,-0.053885
2024-02-25,-0.054421
2024-03-08,-0.056047
2024-03-20,-0.065466
2024-04-01,-0.062568
2024-04-13,-0.054817
2024-04-25,-0.061873
2024-05-07,-0.060322
2024-05-19,-0.050723
2024-05-31,-0.052500
2024-06-12,-0.065656
2024-06-24,-0.053126
2024-07-06,-0.043045
2024-07-18,-0.055286
