date,displacement_m
2021-01-05,-0.008363
2021-01-11,-0.009135
2021-01-17,-0.007219
2021-01-23,-0.009772
2021-01-29,-0.008423
2021-02-04,-0.009374
2021-02-10,-0.009755
2021-02-16,-0.008427
2021-02-22,-0.007408
2021-02-28,-0.009585
2021-03-06,-0.010966
2021-03-12,-0.008634
2021-03-18,-0.011053
2021-03-24,-0.011393
2021-03-30,-0.010581
2021-04-05,-0.010392
2021-04-11,-0.013800
2021-04-17,-0.011701
2021-04-29,-0.012432
2021-05-05,-0.012519
2021-05-11,-0.011942
2021-05-17,-0.012154
2021-05-23,-0.011707
2021-06-10,-0.013451
2021-06-22,-0.014541
2021-06-28,-0.014036
2021-07-10,-0.013905
2021-07-16,-0.013533
2021-07-22,-0.013929
2021-08-03,-0.013814
2021-08-09,-0.015742
2021-08-15,-0.015655
2021-08-21,-0.014422
2021-08-27,-0.013543
2021-09-02,-0.013651
2021-09-08,-0.015077
2021-09-14,-0.013544
2021-09-20,-0.015608
2021-09-26,-0.014734
2021-10-02,-0.014904
2021-10-08,-0.017549
2021-10-14,-0.015907
2021-10-20,-0.016456
2021-10-26,-0.016054
2021-11-01,-0.016842
2021-11-07,-0.016786
2021-11-13,-0.016089
2021-11-19,-0.017152
2021-11-25,-0.016760
2021-12-01,-0.017823
2021-12-07,-0.016330
2021-12-13,-0.017903
2021-12-19,-0.018856
2021-12-25,-0.018435
2022-01-06,-0.018490
2022-01-18,-0.018457
2022-01-30,-0.019165
2022-02-11,-0.019351
2022-02-23,-0.019717
2022-03-07,-0.021529
2022-03-19,-0.020430
2022-03-31,-0.021674
2022-04-12,-0.024056
2022-04-24,-0.021459
2022-05-06,-0.022570
2022-05-18,-0.023490
2022-05-30,-0.022318
2022-06-11,-0.023060
2022-06-23,-0.019755
2022-07-05,-0.023240
2022-07-17,-0.022776
2022-07-29,-0.024267
2022-08-10,-0.023048
2022-08-22,-0.024684
2022-09-03,-0.022553
2022-09-15,-0.022915
2022-09-27,-0.025208
2022-10-09,-0.018855
2022-10-21,-0.026114
2022-11-02,-0.028156
2022-11-14,-0.028592
2022-11-26,-0.031243
2022-12-08,-0.033918
2022-12-20,-0.031448
2023-01-01,-0.033412
2023-01-13,-0.033218
2023-01-25,-0.033488
2023-02-06,-0.032900
2023-02-18,-0.033611
2023-03-02,-0.033390
2023-03-14,-0.034556
2023-03-26,-0.035757
2023-04-07,-0.034897
2023-04-19,-0.034888
2023-05-01,-0.037041
2023-05-13,-0.038190
2023-05-25,-0.039233
2023-06-06,-0.037030
2023-06-18,-0.038191
2023-06-30,-0.037595
2023-07-24,-0.040160
2023-08-05,-0.040711
2023-08-17,-0.038991
2023-08-29,-0.039251
2023-09-10,-0.040018
2023-09-22,-0.041830
2023-10-04,-0.041755
2023-10-16,-0.040825
2023-11-09,-0.041772
2023-11-21,-0.042060
2023-12-03,-0.043342
2023-12-15,-0.041937
2023-12-27,-0.041694
2024-01-08,-0.042551
2024-01-20,-0.043906
2024-02-01,-0.042830
2024-02-13,-0.042791
2024-02-25,-0.044069
2024-03-08,-0.044858
2024-03-20,-0.044686
2024-04-01,-0.045112
2024-04-13,-0.041283
2024-04-25,-0.044930
2024-05-07,-0.044448
2024-05-19,-0.043836
2024-05-31,-0.044252
2024-06-12,-0.043206
2024-06-24,-0.045224
2024-07-06,-0.042461
2024-07-18,-0.045523
