date,displacement_m
2021-01-05,-0.008907
2021-01-11,-0.007357
2021-01-17,-0.007770
2021-01-23,-0.006541
2021-01-29,-0.007554
2021-02-04,-0.011144
2021-02-10,-0.011598
2021-02-16,-0.011541
2021-02-22,-0.015889
2021-02-28,-0.008533
2021-03-06,-0.008787
2021-03-12,-0.008072
2021-03-18,-0.015199
2021-03-24,-0.009380
2021-03-30,-0.009556
2021-04-05,-0.006862
2021-04-11,-0.017473
2021-04-17,-0.011111
2021-04-29,-0.014846
2021-05-05,-0.015807
2021-05-11,-0.010107
2021-05-17,-0.015846
2021-05-23,-0.017631
2021-06-10,-0.009529
2021-06-22,-0.010016
2021-06-28,-0.016118
2021-07-10,-0.013132
2021-07-16,-0.020818
2021-07-22,-0.012058
2021-08-03,-0.013627
2021-08-09,-0.013659
2021-08-15,-0.013978
2021-08-21,-0.010707
2021-08-27,-0.014439
2021-09-02,-0.022561
2021-09-08,-0.015921
2021-09-14,-0.022100
2021-09-20,-0.018394
2021-09-26,-0.014952
2021-10-02,-0.017732
2021-10-08,-0.004635
2021-10-14,-0.013443
2021-10-20,-0.012647
2021-10-26,-0.014019
2021-11-01,-0.017593
2021-11-07,-0.018094
2021-11-13,-0.020782
2021-11-19,-0.016131
2021-11-25,-0.013871
2021-12-01,-0.019368
2021-12-07,-0.016795
2021-12-13,-0.019173
2021-12-19,-0.017494
2021-12-25,-0.023999
2022-01-06,-0.023956
2022-01-18,-0.021213
2022-01-30,-0.021455
2022-02-11,-0.019023
2022-02-23,-0.020844
2022-03-07,-0.021851
2022-03-19,-0.023302
2022-03-31,-0.033098
2022-04-12,-0.012747
2022-04-24,-0.023506
2022-05-06,-0.029125
2022-05-18,-0.026744
2022-05-30,-0.028922
2022-06-11,-0.023508
2022-06-23,-0.031389
2022-07-05,-0.029778
2022-07-17,-0.030201
2022-07-29,-0.025352
2022-08-10,-0.028026
2022-08-22,-0.022704
2022-09-03,-0.019295
2022-09-15,-0.029977
2022-09-27,-0.029537
2022-10-09,-0.067171
2022-10-21,-0.032822
2022-11-02,-0.031255
2022-11-14,-0.025092
2022-11-26,-0.028616
2022-12-08,-0.030080
2022-12-20,-0.034562
2023-01-01,-0.030385
2023-01-13,-0.037840
2023-01-25,-0.034013
2023-02-06,-0.036249
2023-02-18,-0.037701
2023-03-02,-0.036844
2023-03-14,-0.033107
2023-03-26,-0.037306
2023-04-07,-0.038850
2023-04-19,-0.039984
2023-05-01,-0.034293
2023-05-13,-0.041472
2023-05-25,-0.036312
2023-06-06,-0.044046
2023-06-18,-0.043452
2023-06-30,-0.040260
2023-07-24,-0.046260
2023-08-05,-0.038857
2023-08-17,-0.040609
2023-08-29,-0.038646
2023-09-10,-0.041576
2023-09-22,-0.043333
2023-10-04,-0.045283
2023-10-16,-0.042811
2023-11-09,-0.053447
2023-11-21,-0.039327
2023-12-03,-0.044274
2023-12-15,-0.051466
2023-12-27,-0.040839
2024-01-08,-0.044217
2024-01-20,-0.040951
2024-02-01,-0.045519
2024-02-13,-0.042264
2024-02-25,-0.042006
2024-03-08,-0.041424
2024-03-20,-0.052186
2024-04-01,-0.049985
2024-04-13,-0.041422
2024-04-25,-0.048303
2024-05-07,-0.047329
2024-05-19,-0.039072
2024-05-31,-0.038589
2024-06-12,-0.052274
2024-06-24,-0.037445
2024-07-06,-0.034319
2024-07-18,-0.039502
