date,displacement_m
2021-01-05,-0.018707
2021-01-11,-0.018919
2021-01-17,-0.017973
2021-01-23,-0.020984
2021-01-29,-0.019167
2021-02-04,-0.020526
2021-02-10,-0.021213
2021-02-16,-0.019239
2021-02-22,-0.017941
2021-02-28,-0.020010
2021-03-06,-0.021596
2021-03-12,-0.018532
2021-03-18,-0.020836
2021-03-24,-0.020719
2021-03-30,-0.019652
2021-04-05,-0.019333
2021-04-11,-0.024018
2021-04-17,-0.020184
2021-04-29,-0.021270
2021-05-05,-0.020896
2021-05-11,-0.019821
2021-05-17,-0.019892
2021-05-23,-0.019158
2021-06-10,-0.020798
2021-06-22,-0.020997
2021-06-28,-0.021070
2021-07-10,-0.019968
2021-07-16,-0.018883
2021-07-22,-0.019431
2021-08-03,-0.020127
2021-08-09,-0.021598
2021-08-15,-0.021707
2021-08-21,-0.020267
2021-08-27,-0.019701
2021-09-02,-0.019015
2021-09-08,-0.020504
2021-09-14,-0.020195
2021-09-20,-0.021264
2021-09-26,-0.020564
2021-10-02,-0.020076
2021-10-08,-0.024102
2021-10-14,-0.020966
2021-10-20,-0.022222
2021-10-26,-0.020957
2021-11-01,-0.023569
2021-11-07,-0.022161
2021-11-13,-0.021159
2021-11-19,-0.022701
2021-11-25,-0.022896
2021-12-01,-0.023675
2021-12-07,-0.023737
2021-12-13,-0.024650
2021-12-19,-0.025190
2021-12-25,-0.025052
2022-01-06,-0.024520
2022-01-18,-0.025174
2022-01-30,-0.025955
2022-02-11,-0.026027
2022-02-23,-0.026463
2022-03-07,-0.027659
2022-03-19,-0.025553
2022-03-31,-0.024573
2022-04-12,-0.026330
2022-04-24,-0.025248
2022-05-06,-0.024568
2022-05-18,-0.024881
2022-05-30,-0.025150
2022-06-11,-0.026535
2022-06-23,-0.021049
2022-07-05,-0.025799
2022-07-17,-0.025712
2022-07-29,-0.026465
2022-08-10,-0.025744
2022-08-22,-0.029859
2022-09-03,-0.029257
2022-09-15,-0.026549
2022-09-27,-0.028913
2022-10-09,-0.019380
2022-10-21,-0.028331
2022-11-02,-0.030071
2022-11-14,-0.030655
2022-11-26,-0.032775
2022-12-08,-0.035272
2022-12-20,-0.032184
2023-01-01,-0.034952
2023-01-13,-0.033750
2023-01-25,-0.033372
2023-02-06,-0.034625
2023-02-18,-0.035586
2023-03-02,-0.034801
2023-03-14,-0.036397
2023-03-26,-0.038003
2023-04-07,-0.035836
2023-04-19,-0.036476
2023-05-01,-0.037782
2023-05-13,-0.037961
2023-05-25,-0.039845
2023-06-06,-0.036511
2023-06-18,-0.038193
2023-06-30,-0.037084
2023-07-24,-0.040019
2023-08-05,-0.040272
2023-08-17,-0.038177
2023-08-29,-0.038631
2023-09-10,-0.038209
2023-09-22,-0.040157
2023-10-04,-0.040354
2023-10-16,-0.040235
2023-11-09,-0.037871
2023-11-21,-0.040925
2023-12-03,-0.041759
2023-12-15,-0.040139
2023-12-27,-0.039812
2024-01-08,-0.040390
2024-01-20,-0.042061
2024-02-01,-0.040521
2024-02-13,-0.040438
2024-02-25,-0.041513
2024-03-08,-0.042960
2024-03-20,-0.042822
2024-04-01,-0.042384
2024-04-13,-0.042326
2024-04-25,-0.042586
2024-05-07,-0.042031
2024-05-19,-0.041289
2024-05-31,-0.041874
2024-06-12,-0.039942
2024-06-24,-0.042907
2024-07-06,-0.038884
2024-07-18,-0.042939
