date,ST01,ST02,ST03,ST04,ST05,ST06,ST07,ST08,ST09,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30,ST31,ST32
2016-05-02,0.007320,0.008896,0.007909,0.007140,0.008245,0.007725,0.010825,0.020545,0.021521,0.019914,0.041537,0.047156,0.000000,0.030069,0.018223,0.023151,0.034909,0.042555,0.046786,0.050629,0.034309,0.028716,0.033999,0.030378,0.007560,0.009723,0.011693,0.022691,0.024190,0.030929,0.006084,0.007140
2016-05-14,0.005980,0.008419,0.009144,0.007363,0.008294,0.007789,0.011428,0.022089,0.021718,0.020842,0.041882,0.046920,0.000000,0.030471,0.018494,0.023889,0.035467,0.042658,0.047185,0.049810,0.034386,0.029515,0.033717,0.030446,0.007358,0.010305,0.011071,0.023001,0.024846,0.030900,0.006282,0.007363
2016-05-26,0.007646,0.010472,0.007481,0.006563,0.008203,0.009098,0.013478,0.019926,0.020379,0.019845,0.040808,0.047045,0.000000,0.031798,0.017423,0.022870,0.034253,0.041558,0.046312,0.049950,0.034168,0.029524,0.034750,0.031575,0.009442,0.011851,0.012888,0.024023,0.025521,0.032567,0.006556,0.006563
2016-06-07,0.006016,0.007737,0.007902,0.006471,0.007151,0.007417,0.009920,0.019734,0.020296,0.018944,0.040150,0.045564,0.000000,0.028490,0.017060,0.022243,0.033618,0.040891,0.045096,0.048556,0.032804,0.027545,0.031224,0.027930,0.005481,0.008076,0.009959,0.019937,0.021130,0.027754,0.005471,0.006471
2016-07-01,-0.003174,-0.001371,-0.001270,-0.002661,-0.002005,-0.001784,0.000670,0.011032,0.011820,0.010070,0.031345,0.036164,0.000000,0.019222,0.008750,0.013709,0.024700,0.032209,0.036188,0.039334,0.024031,0.018338,0.022090,0.019082,-0.003085,-0.000481,0.001392,0.012120,0.012813,0.019094,-0.003817,-0.002661
2016-07-13,0.013449,0.014785,0.015297,0.013281,0.014632,0.014161,0.017331,0.027863,0.028597,0.028312,0.049186,0.053645,0.000000,0.036250,0.025890,0.031116,0.042723,0.049529,0.053836,0.055879,0.040994,0.035586,0.038676,0.035569,0.012795,0.015236,0.016451,0.027836,0.028512,0.034316,0.012393,0.013281
2016-07-25,0.007315,0.009100,0.009399,0.007727,0.009062,0.009102,0.011870,0.021941,0.022548,0.021857,0.042840,0.047139,0.000000,0.030761,0.019293,0.024570,0.036201,0.043211,0.047324,0.050277,0.035608,0.029810,0.033705,0.030127,0.007441,0.010207,0.012031,0.023185,0.024006,0.030084,0.006782,0.007727
2016-08-06,0.004907,0.006285,0.006477,0.004928,0.005766,0.005522,0.008289,0.018335,0.019346,0.017656,0.038897,0.043280,0.000000,0.026319,0.016026,0.020934,0.032082,0.039372,0.043337,0.046480,0.031594,0.025519,0.029503,0.025947,0.004257,0.006715,0.009189,0.019207,0.020026,0.025770,0.003733,0.004928
2016-08-18,-0.002973,-0.001374,-0.001514,-0.002806,-0.001547,-0.001679,0.001557,0.010962,0.011832,0.010011,0.031526,0.036288,0.000000,0.020068,0.008492,0.013419,0.024595,0.032026,0.036161,0.039707,0.025192,0.019051,0.023619,0.020111,-0.002600,-0.000095,0.001590,0.013079,0.014197,0.019997,-0.003733,-0.002806
2016-08-30,0.003250,0.005001,0.004877,0.003326,0.005479,0.005123,0.008637,0.017978,0.018590,0.018051,0.039131,0.043729,0.000000,0.027674,0.015604,0.020841,0.032415,0.039456,0.043580,0.046378,0.032859,0.027097,0.030673,0.027373,0.004003,0.006907,0.008124,0.020243,0.021548,0.027147,0.002839,0.003326
