date,displacement_m
2021-01-06,-0.016646
2021-01-12,-0.018293
2021-01-18,-0.017002
2021-01-24,-0.017945
2021-01-30,-0.019853
2021-02-05,-0.019469
2021-02-11,-0.021283
2021-02-17,-0.019071
2021-02-23,-0.020308
2021-03-01,-0.021032
2021-03-07,-0.021169
2021-03-13,-0.022847
2021-03-19,-0.022622
2021-03-25,-0.022779
2021-03-31,-0.023317
2021-04-06,-0.021731
2021-04-12,-0.022896
2021-04-18,-0.023738
2021-04-24,-0.023949
2021-04-30,-0.024512
2021-05-06,-0.024940
2021-05-12,-0.025722
2021-05-18,-0.025394
2021-05-24,-0.026129
2021-05-30,-0.026166
2021-06-05,-0.025792
2021-06-11,-0.026607
2021-06-17,-0.026465
2021-06-23,-0.027792
2021-06-29,-0.027422
2021-07-05,-0.027861
2021-07-11,-0.028039
2021-07-17,-0.027511
2021-07-23,-0.027845
2021-07-29,-0.028030
2021-08-04,-0.029049
2021-08-10,-0.028433
2021-08-16,-0.027065
2021-08-22,-0.028606
2021-08-28,-0.027582
2021-09-03,-0.028816
2021-09-09,-0.029504
2021-09-15,-0.028563
2021-09-21,-0.028740
2021-09-27,-0.029168
2021-10-03,-0.029690
2021-10-09,-0.027973
2021-10-15,-0.028781
2021-10-21,-0.029409
2021-10-27,-0.028385
2021-11-02,-0.029025
2021-11-08,-0.028326
2021-11-14,-0.028367
2021-11-20,-0.030671
2021-11-26,-0.030113
2021-12-02,-0.030478
2021-12-08,-0.031847
2021-12-14,-0.031624
2021-12-20,-0.031930
2021-12-26,-0.032381
2022-01-07,-0.033700
2022-01-19,-0.033397
2022-01-31,-0.034595
2022-02-12,-0.034964
2022-02-24,-0.036728
2022-03-08,-0.037622
2022-03-20,-0.039648
2022-04-01,-0.040884
2022-04-13,-0.040916
2022-05-07,-0.044692
2022-05-19,-0.046158
2022-05-31,-0.047639
2022-06-12,-0.046987
2022-06-24,-0.048234
2022-07-06,-0.047694
2022-07-18,-0.047567
2022-07-30,-0.047721
2022-08-11,-0.047989
2022-08-23,-0.046795
2022-09-04,-0.047667
2022-09-16,-0.048434
2022-09-28,-0.048184
2022-10-10,-0.046716
2022-10-22,-0.050875
2022-11-03,-0.049049
2022-11-15,-0.049994
2022-11-27,-0.050192
2022-12-09,-0.051410
2022-12-21,-0.052588
2023-01-02,-0.053895
2023-01-14,-0.051462
2023-01-26,-0.051898
2023-02-07,-0.053128
2023-02-19,-0.053922
2023-03-03,-0.054733
2023-03-15,-0.057913
2023-03-27,-0.057674
2023-04-08,-0.056595
2023-04-20,-0.057661
2023-05-02,-0.057229
2023-05-14,-0.058022
2023-05-26,-0.059175
2023-06-07,-0.059306
2023-06-19,-0.059552
2023-07-01,-0.059355
2023-07-13,-0.061047
2023-07-25,-0.061236
2023-08-06,-0.060941
2023-08-18,-0.061727
2023-08-30,-0.062492
2023-09-11,-0.062209
2023-09-23,-0.062330
2023-10-05,-0.063339
2023-10-17,-0.061213
2023-11-10,-0.067144
2023-11-22,-0.065821
2023-12-04,-0.066130
2023-12-16,-0.066927
2023-12-28,-0.067352
2024-01-09,-0.068237
2024-01-21,-0.069561
2024-02-02,-0.069235
2024-02-26,-0.069219
2024-03-09,-0.071287
2024-03-21,-0.072439
2024-04-02,-0.071776
2024-04-14,-0.075633
2024-04-26,-0.071932
2024-05-08,-0.070487
2024-05-20,-0.070664
2024-06-01,-0.071314
2024-06-13,-0.071340
2024-06-25,-0.072579
2024-07-07,-0.071835
2024-07-19,-0.072088
