date,displacement_m
2021-01-06,-0.028526
2021-01-12,-0.030876
2021-01-18,-0.030529
2021-01-24,-0.029117
2021-01-30,-0.031615
2021-02-05,-0.035349
2021-02-11,-0.034040
2021-02-17,-0.030700
2021-02-23,-0.030597
2021-03-01,-0.030424
2021-03-07,-0.033459
2021-03-13,-0.030642
2021-03-19,-0.031749
2021-03-25,-0.039395
2021-03-31,-0.034167
2021-04-06,-0.038213
2021-04-12,-0.035997
2021-04-18,-0.036465
2021-04-24,-0.036570
2021-04-30,-0.038723
2021-05-06,-0.039984
2021-05-12,-0.037418
2021-05-18,-0.042136
2021-05-24,-0.042842
2021-05-30,-0.041093
2021-06-05,-0.042927
2021-06-11,-0.051319
2021-06-17,-0.043341
2021-06-23,-0.041178
2021-06-29,-0.043854
2021-07-05,-0.043823
2021-07-11,-0.042390
2021-07-17,-0.044983
2021-07-23,-0.039816
2021-07-29,-0.045284
2021-08-04,-0.038801
2021-08-10,-0.044160
2021-08-16,-0.048029
2021-08-22,-0.046861
2021-08-28,-0.049276
2021-09-03,-0.044968
2021-09-09,-0.043496
2021-09-15,-0.045942
2021-09-21,-0.044466
2021-09-27,-0.045386
2021-10-03,-0.042145
2021-10-09,-0.052722
2021-10-15,-0.049484
2021-10-21,-0.043538
2021-10-27,-0.047485
2021-11-02,-0.044922
2021-11-08,-0.040366
2021-11-14,-0.049143
2021-11-20,-0.040851
2021-11-26,-0.047625
2021-12-02,-0.048149
2021-12-08,-0.058329
2021-12-14,-0.048890
2021-12-20,-0.048035
2021-12-26,-0.048965
2022-01-07,-0.052303
2022-01-19,-0.054055
2022-01-31,-0.053443
2022-02-12,-0.059956
2022-02-24,-0.058841
2022-03-08,-0.058639
2022-03-20,-0.059838
2022-04-01,-0.061477
2022-04-13,-0.064732
2022-05-07,-0.059814
2022-05-19,-0.060824
2022-05-31,-0.064423
2022-06-12,-0.066296
2022-06-24,-0.067342
2022-07-06,-0.059518
2022-07-18,-0.066510
2022-07-30,-0.065393
2022-08-11,-0.064458
2022-08-23,-0.066352
2022-09-04,-0.069133
2022-09-16,-0.065875
2022-09-28,-0.069699
2022-10-10,-0.071225
2022-10-22,-0.063911
2022-11-03,-0.072946
2022-11-15,-0.072781
2022-11-27,-0.072761
2022-12-09,-0.078941
2022-12-21,-0.079555
2023-01-02,-0.076302
2023-01-14,-0.080992
2023-01-26,-0.081017
2023-02-07,-0.077372
2023-02-19,-0.078291
2023-03-03,-0.082024
2023-03-15,-0.084313
2023-03-27,-0.082312
2023-04-08,-0.082527
2023-04-20,-0.083291
2023-05-02,-0.085320
2023-05-14,-0.085224
2023-05-26,-0.084785
2023-06-07,-0.079747
2023-06-19,-0.083138
2023-07-01,-0.086512
2023-07-13,-0.083914
2023-07-25,-0.084571
2023-08-06,-0.092593
2023-08-18,-0.085150
2023-08-30,-0.090407
2023-09-11,-0.088550
2023-09-23,-0.083121
2023-10-05,-0.091496
2023-10-17,-0.087037
2023-11-10,-0.085613
2023-11-22,-0.090877
2023-12-04,-0.093316
2023-12-16,-0.090588
2023-12-28,-0.094624
2024-01-09,-0.092315
2024-01-21,-0.092896
2024-02-02,-0.095376
2024-02-26,-0.098930
2024-03-09,-0.094943
2024-03-21,-0.099067
2024-04-02,-0.093640
2024-04-14,-0.099176
2024-04-26,-0.095290
2024-05-08,-0.092939
2024-05-20,-0.094845
2024-06-01,-0.098051
2024-06-13,-0.099903
2024-06-25,-0.099307
2024-07-07,-0.102291
2024-07-19,-0.105099
