date,displacement_m
2021-01-06,-0.025110
2021-01-12,-0.026589
2021-01-18,-0.026295
2021-01-24,-0.024732
2021-01-30,-0.027348
2021-02-05,-0.031428
2021-02-11,-0.029857
2021-02-17,-0.027953
2021-02-23,-0.027559
2021-03-01,-0.027165
2021-03-07,-0.029789
2021-03-13,-0.026809
2021-03-19,-0.027720
2021-03-25,-0.034948
2021-03-31,-0.029525
2021-04-06,-0.033333
2021-04-12,-0.031016
2021-04-18,-0.031371
2021-04-24,-0.031329
2021-04-30,-0.033328
2021-05-06,-0.034266
2021-05-12,-0.031258
2021-05-18,-0.035954
2021-05-24,-0.036387
2021-05-30,-0.034770
2021-06-05,-0.036875
2021-06-11,-0.045077
2021-06-17,-0.037053
2021-06-23,-0.034958
2021-06-29,-0.037529
2021-07-05,-0.037397
2021-07-11,-0.036037
2021-07-17,-0.038757
2021-07-23,-0.033121
2021-07-29,-0.038691
2021-08-04,-0.031953
2021-08-10,-0.037493
2021-08-16,-0.041335
2021-08-22,-0.039860
2021-08-28,-0.042446
2021-09-03,-0.037986
2021-09-09,-0.036720
2021-09-15,-0.039847
2021-09-21,-0.037736
2021-09-27,-0.038634
2021-10-03,-0.035567
2021-10-09,-0.046010
2021-10-15,-0.043041
2021-10-21,-0.037182
2021-10-27,-0.040415
2021-11-02,-0.038919
2021-11-08,-0.033264
2021-11-14,-0.041953
2021-11-20,-0.033737
2021-11-26,-0.040512
2021-12-02,-0.041065
2021-12-08,-0.051295
2021-12-14,-0.041415
2021-12-20,-0.040704
2021-12-26,-0.041894
2022-01-07,-0.045061
2022-01-19,-0.046500
2022-01-31,-0.045398
2022-02-12,-0.051199
2022-02-24,-0.049530
2022-03-08,-0.047163
2022-03-20,-0.046649
2022-04-01,-0.051187
2022-04-13,-0.054235
2022-05-07,-0.050612
2022-05-19,-0.051390
2022-05-31,-0.053961
2022-06-12,-0.055558
2022-06-24,-0.057229
2022-07-06,-0.048659
2022-07-18,-0.055068
2022-07-30,-0.054357
2022-08-11,-0.053276
2022-08-23,-0.055073
2022-09-04,-0.057843
2022-09-16,-0.054842
2022-09-28,-0.059427
2022-10-10,-0.060338
2022-10-22,-0.054545
2022-11-03,-0.063509
2022-11-15,-0.062381
2022-11-27,-0.061722
2022-12-09,-0.067874
2022-12-21,-0.068198
2023-01-02,-0.064838
2023-01-14,-0.069544
2023-01-26,-0.069743
2023-02-07,-0.066039
2023-02-19,-0.065023
2023-03-03,-0.069611
2023-03-15,-0.073513
2023-03-27,-0.071221
2023-04-08,-0.071542
2023-04-20,-0.073229
2023-05-02,-0.074265
2023-05-14,-0.074764
2023-05-26,-0.074712
2023-06-07,-0.070463
2023-06-19,-0.072542
2023-07-01,-0.076621
2023-07-13,-0.073924
2023-07-25,-0.074293
2023-08-06,-0.082385
2023-08-18,-0.074839
2023-08-30,-0.080948
2023-09-11,-0.078917
2023-09-23,-0.073291
2023-10-05,-0.082060
2023-10-17,-0.077193
2023-11-10,-0.076755
2023-11-22,-0.081431
2023-12-04,-0.083447
2023-12-16,-0.081395
2023-12-28,-0.085169
2024-01-09,-0.082950
2024-01-21,-0.083269
2024-02-02,-0.085955
2024-02-26,-0.089485
2024-03-09,-0.085138
2024-03-21,-0.089600
2024-04-02,-0.083945
2024-04-14,-0.090303
2024-04-26,-0.085276
2024-05-08,-0.082197
2024-05-20,-0.084611
2024-06-01,-0.087237
2024-06-13,-0.089374
2024-06-25,-0.088395
2024-07-07,-0.091443
2024-07-19,-0.094604
