date,displacement_m
2021-01-06,-0.022887
2021-01-12,-0.024851
2021-01-18,-0.023597
2021-01-24,-0.022209
2021-01-30,-0.026941
2021-02-05,-0.032287
2021-02-11,-0.030288
2021-02-17,-0.027268
2021-02-23,-0.027002
2021-03-01,-0.026120
2021-03-07,-0.029453
2021-03-13,-0.027321
2021-03-19,-0.027397
2021-03-25,-0.034521
2021-03-31,-0.029187
2021-04-06,-0.032024
2021-04-12,-0.031105
2021-04-18,-0.030514
2021-04-24,-0.031968
2021-04-30,-0.033334
2021-05-06,-0.034062
2021-05-12,-0.031048
2021-05-18,-0.035444
2021-05-24,-0.035783
2021-05-30,-0.034371
2021-06-05,-0.036337
2021-06-11,-0.044700
2021-06-17,-0.036407
2021-06-23,-0.035280
2021-06-29,-0.037115
2021-07-05,-0.036861
2021-07-11,-0.036558
2021-07-17,-0.037860
2021-07-23,-0.032855
2021-07-29,-0.038124
2021-08-04,-0.032114
2021-08-10,-0.036623
2021-08-16,-0.039722
2021-08-22,-0.039511
2021-08-28,-0.042535
2021-09-03,-0.038297
2021-09-09,-0.036931
2021-09-15,-0.040216
2021-09-21,-0.037302
2021-09-27,-0.039010
2021-10-03,-0.036568
2021-10-09,-0.045023
2021-10-15,-0.042601
2021-10-21,-0.036868
2021-10-27,-0.039543
2021-11-02,-0.038243
2021-11-08,-0.031844
2021-11-14,-0.040792
2021-11-20,-0.033440
2021-11-26,-0.040942
2021-12-02,-0.040835
2021-12-08,-0.051329
2021-12-14,-0.041278
2021-12-20,-0.040794
2021-12-26,-0.042223
2022-01-07,-0.046230
2022-01-19,-0.046372
2022-01-31,-0.045316
2022-02-12,-0.051021
2022-02-24,-0.048112
2022-03-08,-0.047327
2022-03-20,-0.046457
2022-04-01,-0.052823
2022-04-13,-0.056076
2022-05-07,-0.057228
2022-05-19,-0.057520
2022-05-31,-0.060415
2022-06-12,-0.059936
2022-06-24,-0.063228
2022-07-06,-0.055560
2022-07-18,-0.061626
2022-07-30,-0.061181
2022-08-11,-0.060231
2022-08-23,-0.060724
2022-09-04,-0.064290
2022-09-16,-0.061383
2022-09-28,-0.064176
2022-10-10,-0.063344
2022-10-22,-0.058781
2022-11-03,-0.064987
2022-11-15,-0.064324
2022-11-27,-0.064276
2022-12-09,-0.070205
2022-12-21,-0.068227
2023-01-02,-0.066496
2023-01-14,-0.067068
2023-01-26,-0.066736
2023-02-07,-0.063430
2023-02-19,-0.063625
2023-03-03,-0.068661
2023-03-15,-0.073751
2023-03-27,-0.071131
2023-04-08,-0.070978
2023-04-20,-0.072575
2023-05-02,-0.073773
2023-05-14,-0.073858
2023-05-26,-0.074195
2023-06-07,-0.069444
2023-06-19,-0.072210
2023-07-01,-0.076451
2023-07-13,-0.075572
2023-07-25,-0.075339
2023-08-06,-0.082047
2023-08-18,-0.075386
2023-08-30,-0.081794
2023-09-11,-0.079362
2023-09-23,-0.074557
2023-10-05,-0.083112
2023-10-17,-0.076058
2023-11-10,-0.079726
2023-11-22,-0.083208
2023-12-04,-0.086244
2023-12-16,-0.084723
2023-12-28,-0.088012
2024-01-09,-0.086155
2024-01-21,-0.086612
2024-02-02,-0.089184
2024-02-26,-0.092921
2024-03-09,-0.087615
2024-03-21,-0.093896
2024-04-02,-0.088359
2024-04-14,-0.094313
2024-04-26,-0.089908
2024-05-08,-0.086935
2024-05-20,-0.088919
2024-06-01,-0.091119
2024-06-13,-0.092100
2024-06-25,-0.091148
2024-07-07,-0.093953
2024-07-19,-0.096065
