date,displacement_m
2021-01-06,-0.007274
2021-01-12,-0.009170
2021-01-18,-0.008692
2021-01-24,-0.008357
2021-01-30,-0.010261
2021-02-05,-0.009674
2021-02-11,-0.011547
2021-02-17,-0.010898
2021-02-23,-0.011888
2021-03-01,-0.012790
2021-03-07,-0.011679
2021-03-13,-0.014125
2021-03-19,-0.013930
2021-03-25,-0.013897
2021-03-31,-0.015068
2021-04-06,-0.012976
2021-04-12,-0.014066
2021-04-18,-0.014944
2021-04-24,-0.015009
2021-04-30,-0.015342
2021-05-06,-0.015552
2021-05-12,-0.016270
2021-05-18,-0.016294
2021-05-24,-0.016671
2021-05-30,-0.016666
2021-06-05,-0.016623
2021-06-11,-0.017270
2021-06-17,-0.016478
2021-06-23,-0.018032
2021-06-29,-0.018010
2021-07-05,-0.018225
2021-07-11,-0.018582
2021-07-17,-0.018365
2021-07-23,-0.019313
2021-07-29,-0.019043
2021-08-04,-0.020444
2021-08-10,-0.020049
2021-08-16,-0.019043
2021-08-22,-0.020618
2021-08-28,-0.018951
2021-09-03,-0.019315
2021-09-09,-0.020087
2021-09-15,-0.018981
2021-09-21,-0.019558
2021-09-27,-0.019982
2021-10-03,-0.019977
2021-10-09,-0.019340
2021-10-15,-0.019629
2021-10-21,-0.020975
2021-10-27,-0.019472
2021-11-02,-0.019712
2021-11-08,-0.020274
2021-11-14,-0.020708
2021-11-20,-0.023020
2021-11-26,-0.021923
2021-12-02,-0.022995
2021-12-08,-0.023760
2021-12-14,-0.024228
2021-12-20,-0.024727
2021-12-26,-0.024577
2022-01-07,-0.026371
2022-01-19,-0.026263
2022-01-31,-0.027508
2022-02-12,-0.027157
2022-02-24,-0.028695
2022-03-08,-0.027714
2022-03-20,-0.029813
2022-04-01,-0.031287
2022-04-13,-0.030267
2022-05-07,-0.033980
2022-05-19,-0.035350
2022-05-31,-0.037557
2022-06-12,-0.037572
2022-06-24,-0.038467
2022-07-06,-0.037260
2022-07-18,-0.037314
2022-07-30,-0.037406
2022-08-11,-0.037677
2022-08-23,-0.037506
2022-09-04,-0.038603
2022-09-16,-0.039170
2022-09-28,-0.040733
2022-10-10,-0.038987
2022-10-22,-0.042642
2022-11-03,-0.038656
2022-11-15,-0.040824
2022-11-27,-0.041704
2022-12-09,-0.043690
2022-12-21,-0.041534
2023-01-02,-0.042326
2023-01-14,-0.043679
2023-01-26,-0.043622
2023-02-07,-0.044071
2023-02-19,-0.045043
2023-03-03,-0.045552
2023-03-15,-0.048660
2023-03-27,-0.047626
2023-04-08,-0.046820
2023-04-20,-0.047615
2023-05-02,-0.046811
2023-05-14,-0.047768
2023-05-26,-0.048346
2023-06-07,-0.047997
2023-06-19,-0.048038
2023-07-01,-0.047987
2023-07-13,-0.049317
2023-07-25,-0.049178
2023-08-06,-0.049185
2023-08-18,-0.049478
2023-08-30,-0.050096
2023-09-11,-0.049434
2023-09-23,-0.050011
2023-10-05,-0.050072
2023-10-17,-0.047779
2023-11-10,-0.052571
2023-11-22,-0.051583
2023-12-04,-0.051181
2023-12-16,-0.052473
2023-12-28,-0.051945
2024-01-09,-0.052775
2024-01-21,-0.053383
2024-02-02,-0.053034
2024-02-26,-0.052782
2024-03-09,-0.053723
2024-03-21,-0.055405
2024-04-02,-0.054396
2024-04-14,-0.057179
2024-04-26,-0.054648
2024-05-08,-0.053649
2024-05-20,-0.053192
2024-06-01,-0.053838
2024-06-13,-0.053727
2024-06-25,-0.054653
2024-07-07,-0.054041
2024-07-19,-0.053794
