date,displacement_m
2021-01-06,0.000394
2021-01-12,-0.000313
2021-01-18,0.000118
2021-01-24,0.001111
2021-01-30,-0.000119
2021-02-05,0.000566
2021-02-11,-0.000053
2021-02-17,0.000121
2021-02-23,-0.000459
2021-03-01,-0.000551
2021-03-07,0.000706
2021-03-13,-0.000514
2021-03-19,-0.000019
2021-03-25,0.000491
2021-03-31,-0.000381
2021-04-06,0.001591
2021-04-12,0.000562
2021-04-18,0.000571
2021-04-24,0.000871
2021-04-30,0.000859
2021-05-06,0.001034
2021-05-12,0.000591
2021-05-18,0.001050
2021-05-24,0.000856
2021-05-30,0.001134
2021-06-05,0.001085
2021-06-11,0.001089
2021-06-17,0.002035
2021-06-23,0.001088
2021-06-29,0.001188
2021-07-05,0.001176
2021-07-11,0.001017
2021-07-17,0.001566
2021-07-23,0.001000
2021-07-29,0.001778
2021-08-04,0.001106
2021-08-10,0.001458
2021-08-16,0.001282
2021-08-22,0.001261
2021-08-28,0.002133
2021-09-03,0.002061
2021-09-09,0.002043
2021-09-15,0.002637
2021-09-21,0.001117
2021-09-27,0.001657
2021-10-03,0.002327
2021-10-09,0.001641
2021-10-15,0.002110
2021-10-21,0.002869
2021-10-27,0.002184
2021-11-02,0.001741
2021-11-08,0.001647
2021-11-14,0.001739
2021-11-20,0.000172
2021-11-26,0.001584
2021-12-02,0.000611
2021-12-08,0.000671
2021-12-14,0.000324
2021-12-20,0.000460
2021-12-26,0.000723
2022-01-07,-0.000190
2022-01-19,0.000201
2022-01-31,-0.000731
2022-02-12,-0.001309
2022-02-24,-0.002274
2022-03-08,-0.002031
2022-03-20,-0.003919
2022-04-01,-0.005181
2022-04-13,-0.003955
2022-05-07,-0.006638
2022-05-19,-0.007000
2022-05-31,-0.007795
2022-06-12,-0.008814
2022-06-24,-0.008876
2022-07-06,-0.009110
2022-07-18,-0.008577
2022-07-30,-0.009232
2022-08-11,-0.008484
2022-08-23,-0.009286
2022-09-04,-0.009549
2022-09-16,-0.009989
2022-09-28,-0.011118
2022-10-10,-0.008744
2022-10-22,-0.011969
2022-11-03,-0.011932
2022-11-15,-0.011656
2022-11-27,-0.011183
2022-12-09,-0.012002
2022-12-21,-0.014132
2023-01-02,-0.013688
2023-01-14,-0.015410
2023-01-26,-0.014192
2023-02-07,-0.014006
2023-02-19,-0.014599
2023-03-03,-0.014814
2023-03-15,-0.017689
2023-03-27,-0.016100
2023-04-08,-0.014818
2023-04-20,-0.015499
2023-05-02,-0.014314
2023-05-14,-0.014777
2023-05-26,-0.015091
2023-06-07,-0.014659
2023-06-19,-0.014446
2023-07-01,-0.014443
2023-07-13,-0.015346
2023-07-25,-0.014836
2023-08-06,-0.014960
2023-08-18,-0.014896
2023-08-30,-0.015218
2023-09-11,-0.014070
2023-09-23,-0.014270
2023-10-05,-0.014854
2023-10-17,-0.012215
2023-11-10,-0.016601
2023-11-22,-0.015628
2023-12-04,-0.015052
2023-12-16,-0.015928
2023-12-28,-0.015728
2024-01-09,-0.015833
2024-01-21,-0.016215
2024-02-02,-0.015791
2024-02-26,-0.014968
2024-03-09,-0.015397
2024-03-21,-0.016662
2024-04-02,-0.015568
2024-04-14,-0.015799
2024-04-26,-0.014956
2024-05-08,-0.013798
2024-05-20,-0.013649
2024-06-01,-0.014407
2024-06-13,-0.014442
2024-06-25,-0.015234
2024-07-07,-0.014918
2024-07-19,-0.014645
