date,displacement_m
2021-01-06,-0.005060
2021-01-12,-0.006005
2021-01-18,-0.005394
2021-01-24,-0.002837
2021-01-30,-0.005570
2021-02-05,-0.010860
2021-02-11,-0.007819
2021-02-17,-0.006605
2021-02-23,-0.005701
2021-03-01,-0.004675
2021-03-07,-0.006679
2021-03-13,-0.002880
2021-03-19,-0.002833
2021-03-25,-0.009716
2021-03-31,-0.003949
2021-04-06,-0.007502
2021-04-12,-0.005609
2021-04-18,-0.004428
2021-04-24,-0.003912
2021-04-30,-0.006089
2021-05-06,-0.006593
2021-05-12,-0.002934
2021-05-18,-0.007548
2021-05-24,-0.007352
2021-05-30,-0.005428
2021-06-05,-0.007788
2021-06-11,-0.015305
2021-06-17,-0.006775
2021-06-23,-0.004408
2021-06-29,-0.006703
2021-07-05,-0.006355
2021-07-11,-0.005016
2021-07-17,-0.007348
2021-07-23,-0.002113
2021-07-29,-0.006893
2021-08-04,0.000440
2021-08-10,-0.005208
2021-08-16,-0.009688
2021-08-22,-0.007614
2021-08-28,-0.010829
2021-09-03,-0.005839
2021-09-09,-0.003759
2021-09-15,-0.007423
2021-09-21,-0.005272
2021-09-27,-0.006135
2021-10-03,-0.002628
2021-10-09,-0.013508
2021-10-15,-0.009857
2021-10-21,-0.003803
2021-10-27,-0.007618
2021-11-02,-0.006079
2021-11-08,-0.000360
2021-11-14,-0.009295
2021-11-20,-0.000471
2021-11-26,-0.007451
2021-12-02,-0.007446
2021-12-08,-0.017266
2021-12-14,-0.007150
2021-12-20,-0.006663
2021-12-26,-0.006578
2022-01-07,-0.010510
2022-01-19,-0.011082
2022-01-31,-0.009846
2022-02-12,-0.016222
2022-02-24,-0.013138
2022-03-08,-0.011240
2022-03-20,-0.010291
2022-04-01,-0.013701
2022-04-13,-0.017508
2022-05-07,-0.017345
2022-05-19,-0.016414
2022-05-31,-0.016638
2022-06-12,-0.017781
2022-06-24,-0.018753
2022-07-06,-0.011812
2022-07-18,-0.017913
2022-07-30,-0.017344
2022-08-11,-0.016087
2022-08-23,-0.018154
2022-09-04,-0.020183
2022-09-16,-0.016658
2022-09-28,-0.020554
2022-10-10,-0.020677
2022-10-22,-0.012816
2022-11-03,-0.021548
2022-11-15,-0.019185
2022-11-27,-0.018294
2022-12-09,-0.023370
2022-12-21,-0.022868
2023-01-02,-0.019277
2023-01-14,-0.023934
2023-01-26,-0.021970
2023-02-07,-0.017554
2023-02-19,-0.017516
2023-03-03,-0.021183
2023-03-15,-0.026008
2023-03-27,-0.022372
2023-04-08,-0.021871
2023-04-20,-0.023187
2023-05-02,-0.023809
2023-05-14,-0.023669
2023-05-26,-0.022938
2023-06-07,-0.018328
2023-06-19,-0.020090
2023-07-01,-0.024109
2023-07-13,-0.020913
2023-07-25,-0.020806
2023-08-06,-0.028426
2023-08-18,-0.020559
2023-08-30,-0.026362
2023-09-11,-0.023506
2023-09-23,-0.018194
2023-10-05,-0.026525
2023-10-17,-0.021108
2023-11-10,-0.020916
2023-11-22,-0.025540
2023-12-04,-0.027240
2023-12-16,-0.025215
2023-12-28,-0.028511
2024-01-09,-0.026003
2024-01-21,-0.025757
2024-02-02,-0.028125
2024-02-26,-0.030878
2024-03-09,-0.025310
2024-03-21,-0.029618
2024-04-02,-0.024108
2024-04-14,-0.027468
2024-04-26,-0.024770
2024-05-08,-0.022246
2024-05-20,-0.024834
2024-06-01,-0.025755
2024-06-13,-0.028204
2024-06-25,-0.027304
2024-07-07,-0.030622
2024-07-19,-0.033225
